artist,album,track,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Manchester Orchestra,Mean Everything To Nothing,Pride (Album Version),258,25.63,1,94.11,12.18,86,6.98,88.37,78.68,61.63,30.62,16.67,15.12,0,1.16,0,0.39,13.95,20.16,12.79,2.33,7.75,6.2,1.94,6.2,0.78,18.99,5.43,6.59,1.16,0,0.39,0.78,13.57,0.78,12.79,5.04,0.78,3.88,0.39,0,4.26,0,3.88,1.55,2.33,1.16,0.78,0.39,0,0,0.39,0,5.81,3.49,0,0,0,0.39,1.94,2.33,0,0,0,0.78,0,0,0,0,0.78,0,0,0,0.78,0,5.81,0.39,0.39,0,0,0,0,0,1.55,1.94,0,0,0,0,0,0,0,0,6.2,8.14,0.39,0,3.1,1.94,2.71,0.39,3.1,2.33,6.59,0.78,0.39,0,0.39,0,0,21.32,0,13.18,0.78,0,7.36,0,0
Manchester Orchestra,Mean Everything To Nothing,Shake It Out (Album Version),303,7.06,27.45,97.93,3.43,43.29,4.95,94.72,85.15,67,28.05,17.16,10.56,0.99,5.61,0,0,10.89,9.24,3.63,0.33,14.52,12.54,7.26,3.96,2.31,26.73,4.62,5.28,2.97,1.65,0.66,0.99,14.19,2.64,10.89,2.64,1.32,3.63,0.66,0.66,3.3,0,2.97,0.33,2.64,1.65,0,1.65,0,0,0,0,10.23,1.65,0,0,0,0,0.66,7.26,0.33,0,0,0.33,0,0,0,0,3.3,0,1.32,0,0,1.98,4.29,1.98,0.33,0,0,0,0,0,1.32,3.96,0.33,0.99,0,0.33,1.65,0,0,0,14.85,14.52,0,1.32,10.56,2.31,0,1.65,4.62,4.29,7.59,4.29,3.96,2.97,0,0.99,0,15.51,0,8.58,1.98,0,4.95,0,0
Manchester Orchestra,Mean Everything To Nothing,The Only One (Album Version),210,1,24.76,72.58,33.54,210,5.71,97.62,87.14,74.29,30.48,18.1,10,0.48,7.14,0,0,12.38,15.24,7.14,0.95,5.24,17.62,7.62,7.14,3.81,25.71,3.33,2.38,2.38,0.48,0.48,1.43,24.76,4.76,20,4.76,1.9,3.33,3.81,0.95,4.76,0,2.38,0.95,0,0.95,0.48,0,0,0,0,0.95,11.43,2.38,0,0,0,0,2.38,9.05,0.95,0,0,0.95,0,0,0,0,1.43,0,0,0,0.95,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,4.76,2.86,0,0.48,1.43,0.48,0,0.48,3.33,9.05,5.71,0.95,0.95,0,0,0.95,0,8.57,0,3.81,0,0,4.76,0,0
Manchester Orchestra,Mean Everything To Nothing,The River (Album Version),204,17.43,2.6,99,58.61,204,2.45,96.08,83.33,54.41,27.45,25,20.59,0.49,3.92,0,0,2.45,12.75,6.37,1.96,7.84,3.92,7.84,3.92,0,27.94,5.88,1.96,2.45,0.98,1.47,0,10.78,0.98,9.8,3.92,1.96,1.47,2.94,0,0,0,5.39,3.92,1.47,0.49,0.49,0,0,0,0,0,7.35,2.45,0,0.49,0.98,0.98,0.49,4.9,0.49,0,0,0.49,0,0,0,0,6.37,1.47,0,0.49,0.98,3.43,2.94,0,0,0,0,0,0,0,0.49,0.98,0.49,2.45,0,0,0,0,0,0,13.24,10.78,0,1.96,3.43,2.94,1.96,0.49,6.37,2.45,2.94,3.92,2.94,0,0,2.94,0,6.37,0,3.92,0,0,2.45,0,0
Manchester Orchestra,Mean Everything To Nothing,Tony The Tiger (Album Version),188,1,88.3,89.39,9.87,188,7.98,95.74,89.36,73.94,31.91,20.74,7.45,0.53,12.77,0,0,11.17,9.57,4.79,0,4.79,18.09,7.98,8.51,4.79,29.79,3.72,2.66,2.66,1.6,0,1.06,25,1.06,23.94,8.51,0,4.26,2.66,3.19,5.32,0.53,2.13,0.53,1.6,0.53,0,0.53,0,0,0.53,0,14.89,0.53,0,0,0,0,0.53,13.83,1.06,0,1.06,0,0,0,0,0,2.66,0,1.06,0,1.6,0,1.06,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,5.32,5.32,0,1.6,3.72,0,0,0,2.66,11.17,3.19,0.53,0,0,0,0,0,5.85,0,0,0,0,5.85,0,0
Manchester Orchestra,Simple Math,Apprehension,255,36.31,40.06,95.46,37.12,255,16.08,91.76,77.25,60,20,14.9,8.63,1.96,3.53,0,0.78,5.1,17.25,8.24,0.78,12.94,7.45,5.49,6.67,2.75,18.04,6.67,4.31,6.67,3.14,2.75,0.78,14.51,3.53,10.2,2.35,1.57,1.57,2.35,0,2.75,0,6.67,3.92,2.75,3.53,1.96,1.57,1.57,0,0,0,11.76,3.53,0.39,0,0,0.78,1.18,8.63,0.78,0.39,0,0,0,0,0,0,2.75,0.39,0,0.78,0.39,1.18,2.35,1.18,0.39,0,0,0,0,0,0.78,0,0,2.35,0,0.78,0,0.39,1.18,0.78,7.06,11.37,0,3.14,7.45,0,0.78,0,4.71,5.88,3.53,1.96,0.78,0,0.78,0,0,4.71,0,1.96,0,0,2.35,0.39,0
Manchester Orchestra,Simple Math,April Fool,298,3.45,3.87,99,10.3,149,6.38,93.29,81.54,63.76,24.83,19.8,15.1,0.67,4.03,0,0,5.03,16.44,4.36,3.69,10.4,11.41,8.39,8.39,2.35,25.84,3.36,7.72,3.36,0.67,2.35,0.34,9.4,1.34,6.71,1.01,0.67,0.67,1.01,0,3.69,0,2.35,0.67,1.68,1.34,0.67,0.67,0,0.34,0.34,0,7.72,1.01,0,0,0,0.34,0.34,6.38,1.01,0,0,1.01,0,0,0,0,1.68,0,0.34,0,0.34,1.01,2.68,0,0,0,0,0,0,0,0.34,0.34,0.34,1.01,0,0.34,2.68,0,1.01,0,9.73,12.75,0,4.36,10.07,1.68,0,0,6.04,6.71,6.04,1.68,0,0,0,0,0,13.09,1.01,5.03,0,0,7.05,0,0
Manchester Orchestra,Simple Math,Deer,197,11.37,10.67,98.68,6.86,98.5,8.12,94.92,83.76,65.48,22.84,16.75,11.68,1.02,4.06,0,0,6.09,11.68,5.58,1.02,14.21,9.14,11.17,5.58,3.55,20.81,8.63,3.05,5.08,2.03,0.51,2.54,12.69,4.57,8.12,2.03,0.51,2.03,2.54,0.51,2.03,0,7.61,2.54,4.06,1.52,0.51,1.02,0,0,0,1.02,13.2,4.57,0,0,0.51,0.51,2.03,6.6,0,0,0,0.51,0,0,0,0,2.03,0,1.02,0.51,0.51,0,3.55,0.51,0,0,0,0,0,1.52,0.51,1.52,0.51,0,1.02,0,0.51,0,0,0,12.18,10.15,0,2.54,7.61,0.51,0,0,6.6,4.06,9.14,1.02,0,0,0,0,0,11.17,0,5.08,0.51,0,5.58,0,0
Manchester Orchestra,Simple Math,Leaky Breaks,318,2.94,38.24,98.5,2.82,318,16.67,88.68,73.9,61.95,24.53,17.3,9.75,1.26,5.66,0.63,0,7.23,9.12,3.77,0,11.64,11.01,10.69,7.86,2.83,17.61,4.09,0.63,2.52,1.57,0.63,0.31,12.26,1.57,10.69,3.46,0.31,1.89,5.66,0,3.14,0,5.97,1.57,4.09,2.2,0.31,1.89,0.94,0.31,0,0.31,11.64,2.52,0,0,0.31,0.94,0.94,8.81,0.31,0,0.94,0,0,0,0,0,2.52,0,1.57,0.31,0.31,0.31,2.2,0,0,0,0,0,0,0.94,0.31,0,0.31,0.31,0,0,0,0,0.31,0,5.35,12.89,0.31,1.89,9.12,2.2,0.31,0.63,5.35,5.03,4.09,3.14,0,0,0,0,0,8.49,0,1.57,0.31,0,6.6,0,0
Manchester Orchestra,Simple Math,Leave It Alone,199,3.68,4.58,99,2.82,199,9.55,93.97,80.9,63.32,24.62,16.58,11.06,1.51,4.02,0,0,8.04,12.06,4.52,1.01,12.06,7.04,11.06,10.05,4.02,21.11,4.02,2.51,3.02,2.01,0.5,0.5,14.57,3.02,11.56,2.51,0.5,2.51,3.52,0,6.53,0,4.52,1.01,3.52,2.01,0.5,1.51,1.01,0.5,0,0,10.05,1.51,0,0,0.5,0,1.01,6.53,0.5,0,0,1.01,0,0,0,0,1.51,1.01,0.5,0,0,0,3.02,1.51,1.01,0,0,0,0,0,1.01,0,0.5,2.51,0,0,0,0,0,0,10.55,17.59,1.01,4.52,8.54,1.01,2.01,1.01,7.04,4.52,6.03,1.51,0.5,0,0.5,0,0,8.54,0,2.51,0,0,6.03,0,0
Manchester Orchestra,Simple Math,Mighty,213,33.81,48.42,89.01,7.54,213,12.68,92.02,71.36,55.87,19.72,16.9,9.39,0.47,7.04,0,0,2.82,13.15,7.04,0,13.15,12.21,2.35,6.1,1.88,22.07,6.1,0,3.29,0.47,1.41,1.41,9.86,0,9.86,1.41,2.82,1.88,1.88,0.47,3.29,0.47,7.04,2.82,4.23,4.23,2.35,1.88,0.47,0,0.94,0,12.21,3.76,0.47,0.47,0.94,0,0.94,8.45,0,0,0,0.94,0.94,0,0,0.94,1.88,0,1.88,0,0,0,5.63,0.47,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0.47,0,7.98,12.68,0.94,4.23,7.04,1.41,0.47,0.47,1.41,3.76,5.63,3.29,0.47,0,0.47,0,0,9.39,0,1.88,0,0,6.57,0.94,0
Manchester Orchestra,Simple Math,Pale Black Eye,142,1,52.67,19.49,1,142,7.75,98.59,81.69,63.38,33.8,28.17,15.49,0,11.27,1.41,0,5.63,2.82,0.7,0,11.27,8.45,6.34,7.75,4.23,23.24,4.93,0,2.11,0.7,0,1.41,17.61,0.7,16.9,0.7,4.23,7.75,1.41,2.11,2.11,0.7,6.34,0.7,4.23,4.93,0.7,3.52,0.7,0,0,0.7,16.9,2.11,0,0,0,0,0.7,13.38,0.7,0,0,2.11,0,0,0,0,1.41,0,0,0,1.41,0,9.15,4.23,2.82,0,0,0,0,0,0,3.52,2.82,1.41,2.82,0,1.41,0,0.7,0,9.15,5.63,0,0.7,1.41,2.11,0,1.41,2.11,5.63,4.93,0.7,0,0,0,0,0,9.15,0,4.23,0,0,4.93,0,0
Manchester Orchestra,Simple Math,Pensacola,383,7.28,16.87,70.89,5.3,383,13.05,93.73,79.11,60.84,23.5,18.54,11.49,0.78,2.09,3.92,0.26,4.96,10.7,4.96,1.31,9.4,7.57,11.49,5.22,2.35,19.32,7.31,4.44,2.61,1.83,0.52,0.52,15.93,3.13,12.79,1.83,0.26,2.61,5.74,0.52,2.87,0,6.01,2.09,3.92,1.83,1.57,0.26,0,0,0,0,13.58,4.18,0,0,1.31,0,1.57,9.14,1.04,0,4.18,1.04,0,0,0,0,4.7,3.13,0.26,0.26,1.31,0,6.01,1.83,0,0,0,1.83,0,2.61,0,0.52,0.78,1.31,0,0.26,0.26,0,0,0,6.01,7.83,0.26,0.52,4.7,1.31,0.26,0.78,6.27,5.48,6.79,2.35,0,0,0,0,0,16.19,0,6.53,0,0,2.87,6.79,0
Manchester Orchestra,Simple Math,Simple Math,262,2.4,31.52,67.43,1.67,21.83,8.78,95.04,81.3,60.69,20.23,11.83,5.73,4.2,1.53,0,0.38,8.4,9.16,3.82,0.38,7.63,15.27,7.25,9.16,2.29,25.57,8.02,3.05,6.87,4.2,2.29,0.38,18.7,4.2,14.5,3.44,0.76,4.2,5.34,0.38,5.73,0,8.02,2.29,5.34,1.53,0,1.15,0,0.38,0,0,11.83,5.34,0.38,0.38,0.38,3.05,1.15,6.49,0,0,0,0,0,0,0,0,3.44,0,0,2.67,0,0.76,3.05,0,0,0,0,0,0,0.38,0.76,0.76,0.38,2.29,0,0,0,0,0,0,6.11,8.02,0.76,0.76,4.96,0.76,1.53,0,4.2,12.6,4.2,0.76,2.29,0,0,2.29,0,16.41,1.15,7.25,3.82,0,4.2,0,0
Manchester Orchestra,Simple Math,Virgin,296,10.5,97.61,97.24,29.32,148,4.05,92.57,74.66,62.16,23.31,17.23,3.72,6.76,5.74,1.01,0,6.08,19.59,4.05,2.03,13.51,8.45,5.07,9.8,4.05,13.85,5.74,4.73,8.11,7.43,0.68,0,12.16,3.72,8.45,1.69,0,1.35,1.01,0.68,4.05,0,0.68,0.68,0,0,0,0,0,0,0,0,15.54,1.01,0,0,0,0,0,14.19,0,0,0,1.01,0,0,0,0,3.04,0,2.03,0.34,0,0.68,5.74,0,0,0,0,0,0,0,0.68,0,0,1.01,0,0,0,0,0,0,9.46,14.86,0,3.72,12.84,0,0.34,0.68,5.07,1.69,3.38,2.03,2.03,2.03,0,0,0,10.81,1.01,5.07,0,0,3.38,1.35,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",Alice and Interiors [Explicit],240,1,71.38,71.5,15.56,24,5,96.67,88.75,67.5,26.25,20.42,10,1.25,9.17,0,0,5.83,14.17,6.67,0,7.08,20.83,7.92,4.58,3.75,30.42,8.75,1.25,3.33,1.67,1.67,0,14.58,6.67,7.92,1.67,1.67,1.67,1.25,0.42,2.08,0,7.92,3.33,3.75,2.08,0.83,1.25,0,0,0,0.83,17.92,6.25,1.25,0.42,0,2.5,1.67,11.67,0,0,0.42,0.83,0.42,0,0,0.42,2.08,1.25,0,0,0,0.83,1.67,0.42,0,0,0,0,0,0,0.83,1.25,0,0.42,0,0,0.42,0,0,0.83,6.25,8.33,0.83,1.25,2.5,0.83,2.92,1.67,5.42,4.58,11.25,2.5,2.92,0.83,1.67,0.42,0,15.42,2.92,2.08,0.83,0,9.58,0,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",I'd Rather Have,231,23.77,12.22,92.29,20.23,115.5,9.96,95.67,78.35,64.94,21.21,18.61,12.55,1.3,4.33,0,0.43,2.6,15.58,6.49,0.43,16.02,9.09,10.39,7.36,0.43,16.45,5.19,2.6,3.9,1.73,2.16,0,18.61,2.16,16.45,2.16,1.73,4.33,4.33,0.43,4.76,0,7.36,3.46,3.46,4.76,1.73,2.6,0.43,0,1.73,0,8.66,2.16,0,0,0,0,1.3,6.06,0,0,0,0,0.43,0,0,0.43,0.87,0,0.43,0,0,0.43,6.93,0.87,0,0,0.43,0.43,0,0,0,0.43,1.3,1.73,0,0.43,0,0,0,0.43,7.36,13.85,1.3,0,7.36,4.33,0.87,0.43,3.46,3.03,1.3,2.16,0,0,0,0,0,6.93,0,3.03,0.43,0,3.03,0.43,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs","Play It Again, Sam! You Don't Have Any Feathers [Explicit]",247,63.1,87.51,86.87,11.89,123.5,8.5,94.74,75.71,55.47,18.62,14.98,4.86,0,6.48,3.24,0.4,3.64,17,8.91,1.21,13.77,6.07,2.43,5.67,2.02,19.84,4.45,3.24,5.26,2.43,2.02,0.81,10.12,0.4,9.72,2.02,0.81,1.21,1.62,0.81,3.64,0.4,4.86,2.02,2.83,1.21,0,1.21,0,0,1.21,0,19.43,6.07,1.62,2.02,0,0.81,3.24,13.36,2.43,0,2.02,3.64,0.4,0,0,0.4,2.43,0,0,0.4,0,2.02,3.64,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0.4,0,10.12,14.98,0.4,4.45,8.1,2.83,0.4,0,5.67,8.1,3.64,0.4,0.4,0,0,0.4,0,6.88,0,4.05,0.4,0,2.43,0,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",Slow To Learn,372,6.49,97.31,14.81,70.91,186,7.26,94.09,81.99,63.98,23.92,17.47,0.54,0.81,5.65,9.95,0.54,6.45,20.97,8.06,0.27,9.95,14.52,7.26,2.96,5.91,25,6.99,0.81,4.84,1.08,3.49,0.27,16.4,4.57,11.83,5.11,0.81,2.96,1.34,1.34,3.23,0,4.84,4.03,0.81,1.34,0.81,0.54,0.27,0,0.27,0,23.39,5.38,0.27,0,0,0.27,1.34,17.74,0,0.27,9.95,0.81,0,0,0,0,0.81,0.27,0,0.27,0,0.27,0.81,0.27,0.27,0,0,0,0,0.27,0,0,0,1.34,0,0.27,0,2.96,0.27,0.27,9.14,9.68,0.81,4.84,4.3,1.61,0.27,0,7.26,1.88,14.52,1.61,0.54,0,0,0.54,0,11.56,0,2.96,0.27,0,7.53,0.81,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",The Procession,171,1.29,50.51,94.43,13.9,85.5,7.6,94.74,78.95,59.06,23.98,16.96,6.43,2.34,7.6,0,0.58,7.02,16.37,2.92,1.17,8.77,11.11,6.43,8.77,7.6,23.39,5.85,2.34,2.34,2.34,0,0,9.94,1.75,7.6,1.17,1.17,0,1.17,0,3.51,0.58,9.94,4.68,5.26,3.51,1.17,2.34,0,0,2.34,1.17,12.87,2.34,0,0,0,0,1.17,10.53,0,0,0,0,0.58,0,0,0.58,4.68,2.92,1.17,0,0,0.58,3.51,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,12.87,12.28,1.17,4.09,3.51,0.58,3.51,0,8.19,1.17,8.77,5.26,0,0,0,0,0,20.47,1.75,8.19,0,0,9.94,0.58,0
The Front Bottoms,Ann,I Think Your Nose Is Bleeding,351,1,1,98.7,84.14,351,4.84,99.15,93.45,70.94,29.06,21.08,14.53,2.56,0,3.7,0.28,7.98,6.55,1.71,0.57,8.55,17.09,13.11,7.12,4.56,32.48,8.26,3.7,5.41,3.7,0.57,1.14,24.79,1.42,23.36,5.7,1.14,6.84,3.99,0,7.12,0,7.12,5.7,1.42,1.14,0.57,0.57,0,0,0,0,12.54,2.85,0.28,0,0,0,2.28,8.55,0,0.85,3.7,0,0.85,0,0,0.85,0.85,0.28,0.28,0,0.28,0,1.14,0.28,0,0,0,0,0,0.28,0,0.57,2.85,2.28,0,0,0.28,0,0.28,0,11.68,11.11,0,1.99,6.27,0.28,0,2.85,5.41,8.26,5.13,5.13,1.99,1.99,0,0,0,12.54,0,3.7,0,0,8.83,0,0
The Front Bottoms,Ann,Lonely Eyes,250,1,94.01,52.03,1.44,125,9.2,99.6,87.2,64,27.2,21.6,8.4,0,11.2,0.8,1.2,5.6,15.2,2,0,8.4,14.4,5.6,9.2,2.8,29.6,7.6,4.8,2,0.4,0.8,0.8,18,4,14,2.8,1.6,6.8,3.2,0,2.8,0,7.6,2,5.2,5.2,0.4,4.4,0.4,0,3.6,0,22,4,0,0,0.4,0,2.8,14.8,0,0.4,2,0,0,0,0,0,3.6,0.4,0,2.8,0.4,0,0.8,0,0,0,0,0,0,0,0,1.6,0.4,1.6,0,0,0,0,0.4,0,11.2,12.4,0.8,2.4,6.4,1.6,0.4,1.2,3.2,1.2,8.8,0.4,0.4,0,0.4,0,0,13.2,0,2.8,0,0.4,7.6,2.4,0
The Front Bottoms,Ann,Pale Beneath the Tan (Squeeze),461,10.39,96.93,56.99,35.62,65.86,9.11,93.28,82.21,60.74,24.3,19.31,5.21,4.34,6.51,1.52,0.87,4.99,13.67,4.99,0.22,13.02,8.89,5.86,9.33,2.82,25.38,5.86,3.69,7.38,4.34,2.6,0.43,17.79,4.34,13.45,4.56,0.87,3.04,2.39,0.22,3.47,0,4.99,3.04,1.95,1.74,0.87,0.87,0,0,0.22,0,20.82,6.07,0,0,0.22,0,3.69,14.75,0,0,0.65,1.3,0,0,0,0,0.43,0.43,0,0,0,0,3.9,2.39,0.22,0,0,0,0,0,0,0,0.65,0.65,1.3,0,0.22,0,0.22,0,11.06,8.68,0.43,0.65,4.77,0.22,0.43,2.17,4.99,1.74,8.03,2.17,0.43,0.43,0,0,0,10.41,0,0.43,0.43,0.87,7.59,1.08,0
The Front Bottoms,Ann,Somebody Else,186,8.81,12.67,98.45,35.47,186,6.99,95.7,80.11,69.35,24.19,16.13,10.22,0,5.38,0.54,0,8.06,15.59,4.84,3.76,15.05,14.52,6.45,4.3,4.84,21.51,4.3,6.45,1.08,0,0.54,0.54,13.98,3.76,10.22,1.08,1.08,2.15,3.76,0,3.23,0,3.23,2.15,1.08,0,0,0,0,0,0,0,8.06,1.08,0,0,0,0,1.08,6.99,0,0,0,0.54,0,0,0,0,2.69,0.54,1.08,0.54,0,0.54,3.23,1.08,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,9.68,12.9,0.54,2.15,8.06,1.08,1.08,1.08,8.06,1.08,7.53,3.23,0.54,0,0.54,0,0,9.14,0,1.08,0,0,7.53,0.54,0
The Front Bottoms,Ann,Tie Dye Dragon,248,27.12,3.39,74.65,1,49.6,11.69,88.31,72.58,45.56,20.16,13.31,11.29,0.81,0,0.4,0,6.85,8.87,5.65,0,8.47,10.08,4.84,2.82,0.81,15.32,3.63,0.4,1.21,1.21,0,0,11.69,2.02,9.68,1.21,0.4,0.81,6.85,0,1.21,0,6.05,1.21,4.84,4.44,0,4.44,1.21,0,0,0,6.45,4.44,1.61,0,0,0,2.02,2.02,0,0,0,0.4,0,0,0,0,1.21,0.81,0,0.4,0,0,1.61,0,0,0,0,0.81,0,0,0.81,0.4,0,0.4,0,0,0,0,0.4,0.81,6.45,7.66,0,0.4,4.03,2.42,0,0.81,4.84,4.44,8.87,2.02,19.76,0.4,9.68,9.68,0,20.16,4.84,7.66,0,0,7.66,0,0
The Front Bottoms,Ann,Today Is Not Real,187,6.68,3.14,99,53.36,62.33,14.44,95.72,80.21,61.5,19.79,15.51,12.3,0,2.14,0,0.53,4.28,11.76,7.49,1.07,10.7,16.58,11.76,4.28,2.14,24.6,10.7,3.74,0.53,0,0,0.53,21.93,2.14,19.79,12.83,2.14,2.14,1.6,0.53,2.14,0.53,5.35,3.74,1.6,2.67,1.07,1.6,0.53,0,0.53,0,8.02,3.74,0,0,0,0,1.6,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,10.7,9.09,0,1.07,0,0,0,1.07,0.53,0,0.53,0,0,0,0,0,1.07,9.63,12.3,1.6,2.14,4.81,2.67,0,2.67,5.88,2.14,7.49,6.95,1.07,1.07,0,0,0,25.67,1.6,6.95,0.53,0,10.16,6.42,0
The Front Bottoms,Back on Top,2YL,350,27.19,86.05,55.31,16.95,58.33,7.43,89.43,76.29,64.29,23.43,15.43,7.71,3.43,4.29,0,0,8,19.43,7.14,1.71,12,10.29,4.57,5.14,0.29,16.29,3.71,5.43,4.86,4.86,0,0,18.29,6.29,12,2,1.43,4.57,2,0,0.29,0,4.29,2,2.29,0.86,0.29,0.57,0,0,0,0,13.71,4.57,0,0,1.14,0,1.43,9.43,0,1.43,0,0,0,0,0,0,0.86,0.29,0,0,0.57,0,2.57,0.86,0,0.29,0,0,0.29,1.43,0,0,0,1.71,0,0,0,0,0,0.57,8.86,10.57,0.86,0.86,8,0.86,0,1.14,4.57,0.57,2.57,0,2.86,1.43,1.43,0,0,12.86,0,2.57,1.43,0,5.43,3.43,0
The Front Bottoms,Back on Top,Cough It Out,370,4.14,2.77,97.17,78.52,92.5,8.65,93.78,77.57,68.11,27.57,20.81,13.24,1.62,4.59,0,1.35,6.76,7.3,3.51,0,13.78,12.7,4.86,6.22,5.41,20.27,1.62,1.08,2.43,1.89,0.27,0.27,13.78,1.62,10.27,1.89,0.54,2.7,2.16,0,6.49,0,3.78,3.78,0,3.24,3.24,0,0,0,0,0,12.97,5.41,0.81,0.27,0,0.27,1.08,7.84,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,6.22,5.95,0,0,3.24,0,0,0,0,0,0.54,1.62,0,0,3.78,0,0,0,12.16,6.22,0,0.27,5.14,0.81,0,0,4.32,1.89,7.57,1.35,0.81,0,0,0.81,0,12.7,0.27,4.86,0.81,0,4.86,1.89,0
The Front Bottoms,Back on Top,Ginger,265,11.42,3.29,91.43,6.94,265,7.17,86.42,80,67.55,22.64,18.87,12.08,0,3.4,2.64,0.75,3.77,13.96,4.91,0.75,14.72,12.45,5.66,6.79,4.53,15.85,3.77,5.66,1.51,0,0.38,1.13,13.58,3.4,10.19,0,0.38,3.77,0.75,0.38,4.15,0,2.26,0.38,1.89,1.89,0.38,1.51,0,0,0,0,8.3,1.51,0,0,0.38,0,1.13,6.79,0,0,2.64,0,0,0,0,0,0.38,0,0.38,0,0,0,1.51,0,0,0,0,0,0,0,0.75,1.13,0.38,1.13,0,0,0,0,0,0,4.15,12.08,0,0.38,11.7,0,0,0,3.77,1.13,12.08,1.13,6.04,0.38,3.4,2.26,0,15.09,0,4.53,0,0,6.79,3.77,0
The Front Bottoms,Back on Top,HELP,376,30.18,31.15,84.32,66.34,94,7.98,96.81,80.85,63.03,25.53,17.29,9.57,0.8,5.05,0.8,1.06,8.24,13.56,5.32,0,16.22,9.57,3.72,2.93,3.19,24.73,3.72,3.46,6.12,5.32,0.27,0.53,15.16,2.39,12.77,2.93,2.39,4.26,1.6,0.27,1.6,0,8.24,5.59,2.66,0.27,0,0.27,0.27,0,0,1.06,15.69,7.98,4.52,0.53,0,0.53,1.86,7.98,0,0.27,0.8,0,0,0,0,0,1.33,0,0,0.27,0.53,0.53,2.66,1.33,0,0.53,0,0,0,0,0,2.39,1.6,1.33,0,0,0,0,0,0,12.5,11.97,0.53,1.86,9.31,0.27,0.27,1.6,3.46,0.8,7.71,2.13,2.39,1.86,0.27,0.27,0,21.81,0.27,4.26,0.27,0.27,4.26,12.5,0
The Front Bottoms,Back on Top,Historic Cemetery,401,23.28,27.78,99,50.89,401,11.47,96.26,81.05,59.85,17.96,13.22,7.73,0.5,4.74,0,0.25,4.74,12.47,5.49,0.75,12.97,6.73,8.48,8.73,2.74,22.19,6.98,3.24,2.49,0.75,1.5,0.25,15.71,2.99,12.72,5.49,2.24,2.74,0.75,0.25,2.74,0.25,4.99,3.24,1.25,1.25,0.5,0.5,0.25,0,0,0.25,11.97,5.99,0.25,0,0.25,0.5,1.75,5.99,0,0,0.25,0,0,0,0,0,1.5,0.5,0.5,0,0,0.5,2.74,0.25,0,0,0,0.25,0,0.75,0.25,1.25,0,3.24,0,0,0.25,0,2,0,10.22,16.71,0,2,12.22,0.75,0.5,1.25,5.74,6.98,4.74,0.25,0.25,0.25,0,0,0,11.47,0,7.23,0,0,2.24,2,0
